"gr;""id"";""lang"";""ts"";""round"";""trx"";""sec"";""pos"";""activity"";""price"";""crypto"";""fiat"";""crypto_prev"";""fiat_prev"";""sell"";""buy"";""buy_prev"";""t_gain"";""t_tax"";""t_gain_net"";""r_gain"";""r_gain_prev"";""r_tax"";""r_tax_prev"";""r_gain_net"";""tax_disclos"";""tax_discre"";""audit"";""penalty"";""r_gain_final"";""num"""
"1;""SH"";1;""2024-10-10 14:36:33"";8;1;40;""b"";""selling"";912255;0.0;912255;1.0;0;912255;0;0;912255;182451;729804;912255;0;182451;0;729804;0;182451;0;0;912255;1397"
"2;""P3"";1;""2024-10-10 16:18:44"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1398"
"1;""SH"";1;""2024-10-10 14:36:39"";8;2;34;""s"";""buying"";497079;1.84;0;0.0;912255;0;497079;497079;0;0;0;912255;912255;182451;182451;729804;0;182451;0;0;912255;1399"
"1;""dO"";1;""2024-10-10 15:00:12"";12;1;17;""b"";""selling"";1910746;0.0;1910746;1.0;0;1910746;0;0;1910746;382149;1528597;1910746;0;382149;0;1528597;0;382149;0;0;1910746;1400"
"2;""gK"";1;""2024-10-10 14:21:23"";4;2;25;""s"";""buying"";991184;1.19;0;0.0;1181599;0;991184;991184;0;0;0;1181599;1181599;236319;236319;945280;0;236319;0;0;1181599;1401"
"2;""P3"";1;""2024-10-10 16:18:53"";10;1;34;""b"";""selling"";927881;0.0;927881;1.0;0;927881;0;0;927881;185576;742305;927881;0;185576;0;742305;185576;0;0;0;742305;1402"
"2;""ll"";1;""2024-10-10 14:36:45"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1403"
"1;""dO"";1;""2024-10-10 15:00:14"";12;2;15;""s"";""buying"";1715062;1.11;0;0.0;1910746;0;1715062;1715062;0;0;0;1910746;1910746;382149;382149;1528597;0;382149;0;0;1910746;1404"
"1;""dO"";1;""2024-10-10 14:21:35"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1405"
"2;""ll"";1;""2024-10-10 14:36:46"";8;1;40;""b"";""selling"";912255;0.0;912255;1.0;0;912255;0;0;912255;182451;729804;912255;0;182451;0;729804;0;182451;0;0;912255;1406"
"1;""dO"";1;""2024-10-10 15:00:18"";12;3;11;""b"";""selling"";1962584;0.0;2178468;1.11;0;1962584;1715062;1715062;247522;49504;198018;2158268;1910746;431653;382149;1726615;431653;0;0;0;1726615;1407"
"1;""dO"";1;""2024-10-10 14:21:37"";4;1;39;""b"";""selling"";1135866;0.0;1135866;1.0;0;1135866;0;0;1135866;227173;908693;1135866;0;227173;0;908693;0;227173;0;0;1135866;1408"
"2;""P3"";1;""2024-10-10 16:22:07"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1409"
"2;""gK"";1;""2024-10-10 15:00:25"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1410"
"2;""gK"";1;""2024-10-10 14:21:53"";4;3;10;""b"";""selling"";1186294;0.0;1411690;1.19;0;1186294;991184;991184;195110;39022;156088;1376709;1181599;275341;236319;1101368;274341;1000;1;2000;1099368;1411"
"2;""ll"";1;""2024-10-10 14:36:53"";8;2;34;""s"";""buying"";497079;1.84;0;0.0;912255;0;497079;497079;0;0;0;912255;912255;182451;182451;729804;0;182451;0;0;912255;1412"
"2;""P3"";1;""2024-10-10 16:22:13"";11;1;36;""b"";""selling"";1028035;0.0;1028035;1.0;0;1028035;0;0;1028035;205607;822428;1028035;0;205607;0;822428;205607;0;0;0;822428;1413"
"1;""dO"";1;""2024-10-10 14:21:59"";4;2;21;""s"";""buying"";955286;1.19;0;0.0;1135866;0;955286;955286;0;0;0;1135866;1135866;227173;227173;908693;0;227173;0;0;1135866;1414"
"2;""gK"";1;""2024-10-10 15:00:49"";12;1;17;""b"";""selling"";1910746;0.0;1910746;1.0;0;1910746;0;0;1910746;382149;1528597;1910746;0;382149;0;1528597;0;382149;0;0;1910746;1415"
"1;""dO"";1;""2024-10-10 14:36:57"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1416"
"2;""P3"";1;""2024-10-10 16:25:15"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1417"
"1;""dO"";1;""2024-10-10 14:22:05"";4;3;15;""b"";""selling"";1082173;0.0;1287786;1.19;0;1082173;955286;955286;126887;25377;101510;1262753;1135866;252550;227173;1010203;252550;0;0;0;1010203;1418"
"2;""gK"";1;""2024-10-10 15:00:51"";12;2;15;""s"";""buying"";1715062;1.11;0;0.0;1910746;0;1715062;1715062;0;0;0;1910746;1910746;382149;382149;1528597;0;382149;0;0;1910746;1419"
"2;""P3"";1;""2024-10-10 16:25:20"";12;1;37;""b"";""selling"";1413371;0.0;1413371;1.0;0;1413371;0;0;1413371;282674;1130697;1413371;0;282674;0;1130697;282674;0;0;0;1130697;1420"
"1;""dO"";1;""2024-10-10 14:36:59"";8;1;40;""b"";""selling"";912255;0.0;912255;1.0;0;912255;0;0;912255;182451;729804;912255;0;182451;0;729804;0;182451;0;0;912255;1421"
"2;""4q"";1;""2024-10-10 15:00:54"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1422"
"2;""P3"";1;""2024-10-10 16:28:36"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1423"
"1;""dO"";1;""2024-10-10 14:37:05"";8;2;33;""s"";""buying"";497079;1.84;0;0.0;912255;0;497079;497079;0;0;0;912255;912255;182451;182451;729804;0;182451;0;0;912255;1424"
"2;""ll"";1;""2024-10-10 14:22:24"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1425"
"2;""gK"";1;""2024-10-10 14:37:10"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1426"
"2;""P3"";1;""2024-10-10 16:28:44"";13;1;34;""b"";""selling"";3399243;0.0;3399243;1.0;0;3399243;0;0;3399243;679848;2719395;3399243;0;679848;0;2719395;679848;0;0;0;2719395;1427"
"2;""gK"";1;""2024-10-10 15:00:55"";12;3;11;""b"";""selling"";1962584;0.0;2178468;1.11;0;1962584;1715062;1715062;247522;49504;198018;2158268;1910746;431653;382149;1726615;431653;0;0;0;1726615;1428"
"2;""ll"";1;""2024-10-10 14:22:26"";4;1;39;""b"";""selling"";1135866;0.0;1135866;1.0;0;1135866;0;0;1135866;227173;908693;1135866;0;227173;0;908693;0;227173;0;0;1135866;1429"
"2;""4q"";1;""2024-10-10 15:00:57"";11;1;38;""b"";""selling"";1051181;0.0;1051181;1.0;0;1051181;0;0;1051181;210236;840945;1051181;0;210236;0;840945;210;210026;0;0;1050971;1430"
"2;""ll"";1;""2024-10-10 14:22:32"";4;2;33;""s"";""buying"";969380;1.17;0;0.0;1135866;0;969380;969380;0;0;0;1135866;1135866;227173;227173;908693;0;227173;0;0;1135866;1431"
"2;""P3"";1;""2024-10-10 16:31:37"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1432"
"2;""gK"";1;""2024-10-10 14:37:11"";8;1;40;""b"";""selling"";912255;0.0;912255;1.0;0;912255;0;0;912255;182451;729804;912255;0;182451;0;729804;0;182451;0;0;912255;1433"
"2;""La"";1;""2024-10-10 15:02:08"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1434"
"2;""P3"";1;""2024-10-10 16:31:45"";14;1;34;""b"";""selling"";4891238;0.0;4891238;1.0;0;4891238;0;0;4891238;978247;3912991;4891238;0;978247;0;3912991;978247;0;0;0;3912991;1435"
"2;""gK"";1;""2024-10-10 14:37:17"";8;2;34;""s"";""buying"";497079;1.84;0;0.0;912255;0;497079;497079;0;0;0;912255;912255;182451;182451;729804;0;182451;0;0;912255;1436"
"2;""La"";1;""2024-10-10 15:02:11"";13;1;37;""b"";""selling"";3212727;0.0;3212727;1.0;0;3212727;0;0;3212727;642545;2570182;3212727;0;642545;0;2570182;0;642545;0;0;3212727;1437"
"2;""P3"";1;""2024-10-10 16:34:40"";15;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1438"
"1;""SH"";1;""2024-10-10 14:37:34"";8;3;10;""b"";""selling"";727178;0.0;1338008;1.84;0;727178;497079;497079;230099;46019;184080;1142354;912255;228470;182451;913884;228470;0;0;0;913884;1439"
"2;""La"";1;""2024-10-10 15:02:21"";13;2;28;""s"";""buying"";3392296;0.95;0;0.0;3212727;0;3392296;3392296;0;0;0;3212727;3212727;642545;642545;2570182;0;642545;0;0;3212727;1440"
"2;""P3"";1;""2024-10-10 16:34:46"";15;1;36;""b"";""selling"";4892730;0.0;4892730;1.0;0;4892730;0;0;4892730;978546;3914184;4892730;0;978546;0;3914184;978546;0;0;0;3914184;1441"
"2;""ll"";1;""2024-10-10 14:38:08"";8;3;7;""b"";""selling"";733410;0.0;1349474;1.84;0;733410;497079;497079;236331;47266;189065;1148586;912255;229717;182451;918869;229717;0;0;0;918869;1442"
"2;""pb"";1;""2024-10-10 16:47:27"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1443"
"2;""4q"";1;""2024-10-10 14:38:22"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1444"
"2;""pb"";1;""2024-10-10 16:53:20"";1;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1445"
"2;""4q"";1;""2024-10-10 14:38:26"";5;1;38;""b"";""selling"";1011598;0.0;1011598;1.0;0;1011598;0;0;1011598;202319;809279;1011598;0;202319;0;809279;202;202117;0;0;1011396;1446"
"2;""pb"";1;""2024-10-10 16:53:30"";1;1;33;""b"";""selling"";367856;0.0;367856;1.0;0;367856;0;0;367856;73571;294285;367856;0;73571;0;294285;73571;0;0;0;294285;1447"
"1;""dO"";1;""2024-10-10 14:38:35"";8;3;9;""b"";""selling"";717641;0.0;1320459;1.84;0;717641;497079;497079;220562;44112;176450;1132817;912255;226563;182451;906254;226563;0;0;0;906254;1448"
"2;""La"";1;""2024-10-10 15:02:43"";13;3;5;""b"";""selling"";3692607;0.0;3507977;0.95;0;3692607;3392296;3392296;300311;60062;240249;3513038;3212727;702607;642545;2810431;702607;0;0;0;2810431;1449"
"2;""gK"";1;""2024-10-10 14:38:50"";8;3;8;""b"";""selling"";733410;0.0;1349474;1.84;0;733410;497079;497079;236331;47266;189065;1148586;912255;229717;182451;918869;229717;0;1;0;918869;1450"
"2;""pb"";1;""2024-10-10 16:56:33"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1451"
"1;""SH"";1;""2024-10-10 15:02:55"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1452"
"2;""La"";1;""2024-10-10 14:39:59"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1453"
"2;""pb"";1;""2024-10-10 16:56:40"";2;1;35;""b"";""selling"";402523;0.0;402523;1.0;0;402523;0;0;402523;80504;322019;402523;0;80504;0;322019;80504;0;1;0;322019;1454"
"1;""SH"";1;""2024-10-10 15:03:04"";13;1;32;""b"";""selling"";4079761;0.0;4079761;1.0;0;4079761;0;0;4079761;815952;3263809;4079761;0;815952;0;3263809;0;815952;0;0;4079761;1455"
"2;""pb"";1;""2024-10-10 17:00:43"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1456"
"2;""La"";1;""2024-10-10 14:40:36"";9;1;4;""b"";""selling"";987009;0.0;987009;1.0;0;987009;0;0;987009;197401;789608;987009;0;197401;0;789608;197401;0;0;0;789608;1457"
"1;""SH"";1;""2024-10-10 15:03:18"";13;2;19;""s"";""buying"";3082570;1.32;0;0.0;4079761;0;3082570;3082570;0;0;0;4079761;4079761;815952;815952;3263809;0;815952;0;0;4079761;1458"
"2;""pb"";1;""2024-10-10 17:00:51"";3;1;35;""b"";""selling"";820517;0.0;820517;1.0;0;820517;0;0;820517;164103;656414;820517;0;164103;0;656414;164103;0;1;0;656414;1459"
"1;""SH"";1;""2024-10-10 14:40:46"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1460"
"1;""SH"";1;""2024-10-10 15:03:35"";13;3;1;""b"";""selling"";4619646;0.0;6097933;1.32;0;4619646;3082570;3082570;1537076;307415;1229661;5616837;4079761;1123367;815952;4493470;1123367;0;1;0;4493470;1461"
"2;""pb"";1;""2024-10-10 17:03:59"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1462"
"1;""SH"";1;""2024-10-10 14:40:50"";9;1;38;""b"";""selling"";995152;0.0;995152;1.0;0;995152;0;0;995152;199030;796122;995152;0;199030;0;796122;0;199030;0;0;995152;1463"
"2;""ll"";1;""2024-10-10 15:03:44"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1464"
"2;""pb"";1;""2024-10-10 17:04:06"";4;1;35;""b"";""selling"";1089509;0.0;1089509;1.0;0;1089509;0;0;1089509;217901;871608;1089509;0;217901;0;871608;217901;0;0;0;871608;1465"
"1;""SH"";1;""2024-10-10 14:40:52"";9;2;35;""s"";""buying"";875643;1.14;0;0.0;995152;0;875643;875643;0;0;0;995152;995152;199030;199030;796122;0;199030;0;0;995152;1466"
"2;""ll"";1;""2024-10-10 15:03:53"";13;1;32;""b"";""selling"";4079761;0.0;4079761;1.0;0;4079761;0;0;4079761;815952;3263809;4079761;0;815952;0;3263809;0;815952;0;0;4079761;1467"
"1;""SH"";1;""2024-10-10 14:41:10"";9;3;18;""b"";""selling"";918102;0.0;1046636;1.14;0;918102;875643;875643;42459;8491;33968;1037611;995152;207522;199030;830089;0;207522;0;0;1037611;1468"
"1;""kJ"";1;""2024-10-10 17:04:19"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1469"
"2;""4q"";1;""2024-10-10 15:03:56"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1470"
"1;""SH"";1;""2024-10-10 14:41:13"";9;4;14;""s"";""buying"";970041;1.08;0;0.0;1046636;0;970041;970041;0;0;0;1037611;1037611;207522;207522;830089;0;207522;0;0;1037611;1471"
"1;""kJ"";1;""2024-10-10 17:04:43"";0;1;38;""b"";""selling"";1013805;0.0;1013805;1.0;0;1013805;0;0;1013805;202761;811044;1013805;0;202761;0;811044;202;202559;0;0;1013603;1472"
"2;""4q"";1;""2024-10-10 14:41:14"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1473"
"1;""kJ"";1;""2024-10-10 17:08:09"";1;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1474"
"2;""4q"";1;""2024-10-10 15:03:59"";12;1;38;""b"";""selling"";1395030;0.0;1395030;1.0;0;1395030;0;0;1395030;279006;1116024;1395030;0;279006;0;1116024;279;278727;1;557454;558570;1475"
"1;""kJ"";1;""2024-10-10 17:18:51"";4;1;38;""b"";""selling"";1181599;0.0;1181599;1.0;0;1181599;0;0;1181599;236319;945280;1181599;0;236319;0;945280;236;236083;0;0;1181363;1476"
"1;""kJ"";1;""2024-10-10 17:08:14"";1;1;37;""b"";""selling"";370605;0.0;370605;1.0;0;370605;0;0;370605;74121;296484;370605;0;74121;0;296484;74121;0;0;0;296484;1477"
"2;""ll"";1;""2024-10-10 15:04:06"";13;2;19;""s"";""buying"";3082570;1.32;0;0.0;4079761;0;3082570;3082570;0;0;0;4079761;4079761;815952;815952;3263809;0;815952;0;0;4079761;1478"
"2;""pb"";1;""2024-10-10 17:20:56"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1479"
"1;""kJ"";1;""2024-10-10 17:10:20"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1480"
"2;""ll"";1;""2024-10-10 15:04:24"";13;3;1;""b"";""selling"";4619646;0.0;6097933;1.32;0;4619646;3082570;3082570;1537076;307415;1229661;5616837;4079761;1123367;815952;4493470;1123367;0;0;0;4493470;1481"
"1;""kJ"";1;""2024-10-10 17:21:00"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1482"
"1;""kJ"";1;""2024-10-10 17:10:23"";2;1;39;""b"";""selling"";390672;0.0;390672;1.0;0;390672;0;0;390672;78134;312538;390672;0;78134;0;312538;78134;0;0;0;312538;1483"
"1;""dO"";1;""2024-10-10 15:04:33"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1484"
"1;""kJ"";1;""2024-10-10 17:21:07"";5;1;34;""b"";""selling"";1035805;0.0;1035805;1.0;0;1035805;0;0;1035805;207161;828644;1035805;0;207161;0;828644;207;206954;0;0;1035598;1485"
"2;""pb"";1;""2024-10-10 17:11:38"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1486"
"1;""dO"";1;""2024-10-10 15:04:43"";13;1;32;""b"";""selling"";4079761;0.0;4079761;1.0;0;4079761;0;0;4079761;815952;3263809;4079761;0;815952;0;3263809;0;815952;0;0;4079761;1487"
"2;""pb"";1;""2024-10-10 17:21:15"";8;1;28;""b"";""selling"";523844;0.0;523844;1.0;0;523844;0;0;523844;104768;419076;523844;0;104768;0;419076;104768;0;0;0;419076;1488"
"1;""kJ"";1;""2024-10-10 17:23:14"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1489"
"2;""pb"";1;""2024-10-10 17:11:56"";5;1;28;""b"";""selling"";1026642;0.0;1026642;1.0;0;1026642;0;0;1026642;205328;821314;1026642;0;205328;0;821314;205328;0;1;0;821314;1490"
"1;""kJ"";1;""2024-10-10 17:23:16"";6;1;39;""b"";""selling"";880488;0.0;880488;1.0;0;880488;0;0;880488;176097;704391;880488;0;176097;0;704391;176097;0;0;0;704391;1491"
"1;""dO"";1;""2024-10-10 15:04:56"";13;2;19;""s"";""buying"";3082570;1.32;0;0.0;4079761;0;3082570;3082570;0;0;0;4079761;4079761;815952;815952;3263809;0;815952;0;0;4079761;1492"
"2;""pb"";1;""2024-10-10 17:15:01"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1493"
"2;""pb"";1;""2024-10-10 17:23:48"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1494"
"2;""pb"";1;""2024-10-10 17:15:12"";6;1;33;""b"";""selling"";870809;0.0;870809;1.0;0;870809;0;0;870809;174161;696648;870809;0;174161;0;696648;174161;0;0;0;696648;1495"
"2;""pb"";1;""2024-10-10 17:23:54"";9;1;36;""b"";""selling"";959390;0.0;959390;1.0;0;959390;0;0;959390;191878;767512;959390;0;191878;0;767512;191878;0;0;0;767512;1496"
"2;""gK"";1;""2024-10-10 15:05:03"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1497"
"1;""c6"";1;""2024-10-10 17:16:20"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1498"
"1;""kJ"";1;""2024-10-10 17:25:35"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1499"
"2;""gK"";1;""2024-10-10 15:05:12"";13;1;32;""b"";""selling"";4079761;0.0;4079761;1.0;0;4079761;0;0;4079761;815952;3263809;4079761;0;815952;0;3263809;0;815952;0;0;4079761;1500"
"1;""kJ"";1;""2024-10-10 17:17:08"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501"
"1;""kJ"";1;""2024-10-10 17:25:42"";7;1;35;""b"";""selling"";803754;0.0;803754;1.0;0;803754;0;0;803754;160750;643004;803754;0;160750;0;643004;160754;-4;0;0;643000;1502"
"2;""gK"";1;""2024-10-10 15:05:25"";13;2;19;""s"";""buying"";3082570;1.32;0;0.0;4079761;0;3082570;3082570;0;0;0;4079761;4079761;815952;815952;3263809;0;815952;0;0;4079761;1503"
"1;""kJ"";1;""2024-10-10 17:17:10"";3;1;39;""b"";""selling"";697237;0.0;697237;1.0;0;697237;0;0;697237;139447;557790;697237;0;139447;0;557790;139447;0;1;0;557790;1504"
"2;""pb"";1;""2024-10-10 17:27:02"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505"
"1;""dO"";1;""2024-10-10 15:05:38"";13;3;1;""b"";""selling"";4619646;0.0;6097933;1.32;0;4619646;3082570;3082570;1537076;307415;1229661;5616837;4079761;1123367;815952;4493470;1123367;0;1;0;4493470;1506"
"2;""pb"";1;""2024-10-10 17:27:12"";10;1;33;""b"";""selling"";924035;0.0;924035;1.0;0;924035;0;0;924035;184807;739228;924035;0;184807;0;739228;184807;0;0;0;739228;1507"
"2;""pb"";1;""2024-10-10 17:18:08"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1508"
"2;""gK"";1;""2024-10-10 15:05:56"";13;3;0;""b"";""selling"";4648111;0.0;6135507;1.32;0;4648111;3082570;3082570;1565541;313108;1252433;5645302;4079761;1129060;815952;4516242;1129606;-546;0;0;4515696;1509"
"1;""c6"";1;""2024-10-10 17:28:42"";0;1;32;""b"";""selling"";1018550;0.0;1018550;1.0;0;1018550;0;0;1018550;203710;814840;1018550;0;203710;0;814840;203710;0;0;0;814840;1510"
"2;""4q"";1;""2024-10-10 15:06:51"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1511"
"2;""pb"";1;""2024-10-10 17:18:14"";7;1;36;""b"";""selling"";816655;0.0;816655;1.0;0;816655;0;0;816655;163331;653324;816655;0;163331;0;653324;163331;0;0;0;653324;1512"
"1;""kJ"";1;""2024-10-10 17:29:22"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1513"
"2;""4q"";1;""2024-10-10 15:06:54"";13;1;39;""b"";""selling"";2937415;0.0;2937415;1.0;0;2937415;0;0;2937415;587483;2349932;2937415;0;587483;0;2349932;587;586896;1;1173792;1176140;1514"
"1;""kJ"";1;""2024-10-10 17:18:47"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1515"
"1;""kJ"";1;""2024-10-10 17:29:25"";8;1;38;""b"";""selling"";890995;0.0;890995;1.0;0;890995;0;0;890995;178199;712796;890995;0;178199;0;712796;178199;0;0;0;712796;1516"
"2;""pb"";1;""2024-10-10 17:30:09"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1517"
"2;""La"";1;""2024-10-10 15:07:30"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1518"
"2;""pb"";1;""2024-10-10 17:30:14"";11;1;36;""b"";""selling"";1016957;0.0;1016957;1.0;0;1016957;0;0;1016957;203391;813566;1016957;0;203391;0;813566;203391;0;0;0;813566;1519"
"2;""La"";1;""2024-10-10 15:07:44"";14;1;28;""b"";""selling"";6124309;0.0;6124309;1.0;0;6124309;0;0;6124309;1224861;4899448;6124309;0;1224861;0;4899448;1224861;0;0;0;4899448;1520"
"1;""kJ"";1;""2024-10-10 17:31:36"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1521"
"1;""SH"";1;""2024-10-10 14:41:14"";9;5;13;""b"";""selling"";1016727;0.0;1098065;1.08;0;1016727;970041;970041;46686;9337;37349;1084297;1037611;216859;207522;867438;216859;0;0;0;867438;1522"
"1;""SH"";1;""2024-10-10 15:08:19"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1523"
"2;""22"";1;""2024-10-10 18:02:42"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1524"
"1;""SH"";1;""2024-10-10 15:08:32"";14;1;28;""b"";""selling"";6124309;0.0;6124309;1.0;0;6124309;0;0;6124309;1224861;4899448;6124309;0;1224861;0;4899448;0;1224861;0;0;6124309;1525"
"2;""4q"";1;""2024-10-10 14:41:18"";6;1;37;""b"";""selling"";905553;0.0;905553;1.0;0;905553;0;0;905553;181110;724443;905553;0;181110;0;724443;181110;0;1;0;724443;1526"
"1;""c6"";1;""2024-10-10 18:02:43"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1527"
"1;""SH"";1;""2024-10-10 15:08:44"";14;2;16;""s"";""buying"";5170416;1.18;0;0.0;6124309;0;5170416;5170416;0;0;0;6124309;6124309;1224861;1224861;4899448;0;1224861;0;0;6124309;1528"
"2;""ll"";1;""2024-10-10 14:41:23"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1529"
"2;""22"";1;""2024-10-10 18:02:45"";3;1;38;""b"";""selling"";781492;0.0;781492;1.0;0;781492;0;0;781492;156298;625194;781492;0;156298;0;625194;156298;0;0;0;625194;1530"
"1;""SH"";1;""2024-10-10 15:08:51"";14;3;9;""b"";""selling"";5909581;0.0;6973306;1.18;0;5909581;5170416;5170416;739165;147833;591332;6863474;6124309;1372694;1224861;5490780;1372694;0;0;0;5490780;1531"
"1;""kJ"";1;""2024-10-10 17:31:39"";9;1;39;""b"";""selling"";926876;0.0;926876;1.0;0;926876;0;0;926876;185375;741501;926876;0;185375;0;741501;185375;0;0;0;741501;1532"
"1;""c6"";1;""2024-10-10 18:02:46"";14;1;38;""b"";""selling"";5053824;0.0;5053824;1.0;0;5053824;0;0;5053824;1010764;4043060;5053824;0;1010764;0;4043060;0;1010764;0;0;5053824;1533"
