"gr;""id"";""lang"";""ts"";""round"";""trx"";""sec"";""pos"";""activity"";""price"";""crypto"";""fiat"";""crypto_prev"";""fiat_prev"";""sell"";""buy"";""buy_prev"";""t_gain"";""t_tax"";""t_gain_net"";""r_gain"";""r_gain_prev"";""r_tax"";""r_tax_prev"";""r_gain_net"";""tax_disclos"";""tax_discre"";""audit"";""penalty"";""r_gain_final"";""num"""
"1;""Px"";1;""2025-02-03 02:12:25"";1;1;27;""b"";""selling"";360087;0.0;360087;1.0;0;360087;0;0;360087;72017;288070;360087;0;72017;0;288070;0;72017;0;0;360087;11586"
"1;""Px"";1;""2025-02-03 02:12:29"";1;2;24;""s"";""buying"";344812;1.04;0;0.0;360087;0;344812;344812;0;0;0;360087;360087;72017;72017;288070;0;72017;0;0;360087;11587"
"1;""Px"";1;""2025-02-03 02:12:31"";1;3;23;""b"";""selling"";348618;0.0;362563;1.04;0;348618;344812;344812;3806;761;3045;363893;360087;72778;72017;291115;0;72778;0;0;363893;11588"
"1;""dw"";1;""2025-02-03 02:12:33"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11589"
"2;""BR"";1;""2025-02-03 02:12:36"";11;5;6;""b"";""selling"";1060441;0.0;1018023;0.96;0;1060441;1093827;1093827;-33386;0;-33386;1018132;1051518;203626;210303;814506;203628;-2;0;0;814504;11590"
"2;""xi"";1;""2025-02-03 02:12:38"";4;1;16;""b"";""selling"";1082173;0.0;1082173;1.0;0;1082173;0;0;1082173;216434;865739;1082173;0;216434;0;865739;0;216434;0;0;1082173;11591"
"1;""Px"";1;""2025-02-03 02:12:39"";1;4;19;""s"";""buying"";345915;1.05;0;0.0;362563;0;345915;345915;0;0;0;363893;363893;72778;72778;291115;0;72778;0;0;363893;11592"
"2;""FC"";1;""2025-02-03 02:12:45"";0;1;35;""b"";""selling"";1015996;0.0;1015996;1.0;0;1015996;0;0;1015996;203199;812797;1015996;0;203199;0;812797;0;203199;0;0;1015996;11593"
"1;""Px"";1;""2025-02-03 02:12:47"";1;5;14;""b"";""selling"";366678;0.0;385012;1.05;0;366678;345915;345915;20763;4152;16611;384656;363893;76931;72778;307725;76931;0;0;0;307725;11594"
"2;""xi"";1;""2025-02-03 02:12:49"";4;2;6;""s"";""buying"";1089583;0.99;0;0.0;1082173;0;1089583;1089583;0;0;0;1082173;1082173;216434;216434;865739;0;216434;0;0;1082173;11595"
"2;""FC"";1;""2025-02-03 02:12:50"";0;2;30;""s"";""buying"";975442;1.04;0;0.0;1015996;0;975442;975442;0;0;0;1015996;1015996;203199;203199;812797;0;203199;0;0;1015996;11596"
"2;""FC"";1;""2025-02-03 02:12:55"";0;3;26;""b"";""selling"";1034676;0.0;1076063;1.04;0;1034676;975442;975442;59234;11846;47388;1075230;1015996;215046;203199;860184;0;215046;0;0;1075230;11597"
"2;""FC"";1;""2025-02-03 02:12:57"";0;4;24;""s"";""buying"";1059449;1.02;0;0.0;1076063;0;1059449;1059449;0;0;0;1075230;1075230;215046;215046;860184;0;215046;0;0;1075230;11598"
"2;""FC"";1;""2025-02-03 02:12:59"";0;5;21;""b"";""selling"";1051725;0.0;1072760;1.02;0;1051725;1059449;1059449;-7724;0;-7724;1067506;1075230;213501;215046;854005;13000;200501;0;0;1054506;11599"
"1;""dw"";1;""2025-02-03 02:13:04"";8;1;16;""b"";""selling"";642984;0.0;642984;1.0;0;642984;0;0;642984;128596;514388;642984;0;128596;0;514388;128596;0;1;0;514388;11600"
"2;""xi"";1;""2025-02-03 02:13:05"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11601"
"2;""BR"";1;""2025-02-03 02:13:30"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11602"
"2;""BR"";1;""2025-02-03 02:13:35"";12;1;36;""b"";""selling"";1557985;0.0;1557985;1.0;0;1557985;0;0;1557985;311597;1246388;1557985;0;311597;0;1246388;0;311597;0;0;1557985;11603"
"2;""BR"";1;""2025-02-03 02:13:45"";12;2;26;""s"";""buying"";1595559;0.98;0;0.0;1557985;0;1595559;1595559;0;0;0;1557985;1557985;311597;311597;1246388;0;311597;0;0;1557985;11604"
"2;""BR"";1;""2025-02-03 02:13:48"";12;3;24;""b"";""selling"";1764541;0.0;1729250;0.98;0;1764541;1595559;1595559;168982;33796;135186;1726967;1557985;345393;311597;1381574;0;345393;0;0;1726967;11605"
"2;""BR"";1;""2025-02-03 02:13:51"";12;4;21;""s"";""buying"";1862131;0.93;0;0.0;1729250;0;1862131;1862131;0;0;0;1726967;1726967;345393;345393;1381574;0;345393;0;0;1726967;11606"
"2;""xi"";1;""2025-02-03 02:13:55"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11607"
"2;""BR"";1;""2025-02-03 02:13:57"";12;5;15;""b"";""selling"";1715062;0.0;1595008;0.93;0;1715062;1862131;1862131;-147069;0;-147069;1579898;1726967;315979;345393;1263919;315979;0;0;0;1263919;11608"
"1;""dw"";1;""2025-02-03 02:13:57"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11609"
"1;""Px"";1;""2025-02-03 02:14:10"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11610"
"1;""Px"";1;""2025-02-03 02:14:22"";2;1;29;""b"";""selling"";403583;0.0;403583;1.0;0;403583;0;0;403583;80716;322867;403583;0;80716;0;322867;0;80716;0;0;403583;11611"
"2;""FC"";1;""2025-02-03 02:14:23"";1;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11612"
"2;""BR"";1;""2025-02-03 02:14:25"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11613"
"1;""dw"";1;""2025-02-03 02:14:26"";9;1;12;""b"";""selling"";952980;0.0;952980;1.0;0;952980;0;0;952980;190596;762384;952980;0;190596;0;762384;0;190596;0;0;952980;11614"
"1;""Px"";1;""2025-02-03 02:14:27"";2;2;24;""s"";""buying"";406911;0.99;0;0.0;403583;0;406911;406911;0;0;0;403583;403583;80716;80716;322867;0;80716;0;0;403583;11615"
"2;""BR"";1;""2025-02-03 02:14:29"";13;1;37;""b"";""selling"";3278202;0.0;3278202;1.0;0;3278202;0;0;3278202;655640;2622562;3278202;0;655640;0;2622562;0;655640;0;0;3278202;11616"
"1;""Px"";1;""2025-02-03 02:14:32"";2;3;21;""b"";""selling"";415818;0.0;411660;0.99;0;415818;406911;406911;8907;1781;7126;412490;403583;82498;80716;329992;0;82498;0;0;412490;11617"
"2;""BR"";1;""2025-02-03 02:14:37"";13;2;30;""s"";""buying"";3835644;0.85;0;0.0;3278202;0;3835644;3835644;0;0;0;3278202;3278202;655640;655640;2622562;0;655640;0;0;3278202;11618"
"1;""dw"";1;""2025-02-03 02:14:40"";9;2;0;""s"";""buying"";938679;1.02;0;0.0;952980;0;938679;938679;0;0;0;952980;952980;190596;190596;762384;190596;0;0;0;762384;11619"
"2;""BR"";1;""2025-02-03 02:14:41"";13;3;25;""b"";""selling"";3682537;0.0;3130156;0.85;0;3682537;3835644;3835644;-153107;0;-153107;3125095;3278202;625019;655640;2500076;0;625019;0;0;3125095;11620"
"1;""Px"";1;""2025-02-03 02:14:43"";2;4;16;""s"";""buying"";505982;0.81;0;0.0;411660;0;505982;505982;0;0;0;412490;412490;82498;82498;329992;0;82498;0;0;412490;11621"
"1;""Px"";1;""2025-02-03 02:14:45"";2;5;15;""b"";""selling"";519890;0.0;421111;0.81;0;519890;505982;505982;13908;2781;11127;426398;412490;85279;82498;341119;85279;0;0;0;341119;11622"
"2;""BR"";1;""2025-02-03 02:14:45"";13;4;22;""s"";""buying"";3663007;0.85;0;0.0;3130156;0;3663007;3663007;0;0;0;3125095;3125095;625019;625019;2500076;0;625019;0;0;3125095;11623"
"2;""xi"";1;""2025-02-03 02:14:49"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11624"
"2;""BR"";1;""2025-02-03 02:14:49"";13;5;17;""b"";""selling"";3206764;0.0;2725749;0.85;0;3206764;3663007;3663007;-456243;0;-456243;2668852;3125095;533770;625019;2135082;533770;0;0;0;2135082;11625"
"2;""FC"";1;""2025-02-03 02:14:52"";1;1;13;""b"";""selling"";339947;0.0;339947;1.0;0;339947;0;0;339947;67989;271958;339947;0;67989;0;271958;0;67989;0;0;339947;11626"
"2;""FC"";1;""2025-02-03 02:14:54"";1;2;10;""s"";""buying"";369019;0.92;0;0.0;339947;0;369019;369019;0;0;0;339947;339947;67989;67989;271958;0;67989;0;0;339947;11627"
"2;""FC"";1;""2025-02-03 02:14:55"";1;3;9;""b"";""selling"";369019;0.0;339497;0.92;0;369019;369019;369019;0;0;0;339947;339947;67989;67989;271958;0;67989;0;0;339947;11628"
"1;""dw"";1;""2025-02-03 02:14:57"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11629"
"2;""FC"";1;""2025-02-03 02:15:01"";1;4;4;""s"";""buying"";362979;0.94;0;0.0;339497;0;362979;362979;0;0;0;339947;339947;67989;67989;271958;0;67989;0;0;339947;11630"
"2;""FC"";1;""2025-02-03 02:15:02"";1;5;2;""b"";""selling"";391571;0.0;368077;0.94;0;391571;362979;362979;28592;5718;22874;368539;339947;73707;67989;294832;70000;3707;0;0;298539;11631"
"1;""dw"";1;""2025-02-03 02:15:13"";10;1;26;""b"";""selling"";915904;0.0;915904;1.0;0;915904;0;0;915904;183180;732724;915904;0;183180;0;732724;183180;0;0;0;732724;11632"
"2;""xi"";1;""2025-02-03 02:15:13"";7;1;17;""b"";""selling"";931663;0.0;931663;1.0;0;931663;0;0;931663;186332;745331;931663;0;186332;0;745331;0;186332;1;372664;372667;11633"
"2;""BR"";1;""2025-02-03 02:15:20"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11634"
"2;""FC"";1;""2025-02-03 02:15:21"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11635"
"2;""FC"";1;""2025-02-03 02:15:25"";2;1;37;""b"";""selling"";396091;0.0;396091;1.0;0;396091;0;0;396091;79218;316873;396091;0;79218;0;316873;0;79218;0;0;396091;11636"
"2;""BR"";1;""2025-02-03 02:15:27"";14;1;34;""b"";""selling"";5120669;0.0;5120669;1.0;0;5120669;0;0;5120669;1024133;4096536;5120669;0;1024133;0;4096536;0;1024133;0;0;5120669;11637"
"2;""BR"";1;""2025-02-03 02:15:34"";14;2;27;""s"";""buying"";5930232;0.86;0;0.0;5120669;0;5930232;5930232;0;0;0;5120669;5120669;1024133;1024133;4096536;0;1024133;0;0;5120669;11638"
"2;""BR"";1;""2025-02-03 02:15:38"";14;3;23;""b"";""selling"";5785892;0.0;4975867;0.86;0;5785892;5930232;5930232;-144340;0;-144340;4976329;5120669;995265;1024133;3981064;0;995265;0;0;4976329;11639"
"2;""BR"";1;""2025-02-03 02:15:44"";14;4;18;""s"";""buying"";5473895;0.91;0;0.0;4975867;0;5473895;5473895;0;0;0;4976329;4976329;995265;995265;3981064;0;995265;0;0;4976329;11640"
"2;""xi"";1;""2025-02-03 02:15:46"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11641"
"2;""FC"";1;""2025-02-03 02:15:48"";2;2;16;""s"";""buying"";503668;0.79;0;0.0;396091;0;503668;503668;0;0;0;396091;396091;79218;79218;316873;79000;218;0;0;317091;11642"
"2;""FC"";1;""2025-02-03 02:15:48"";2;3;14;""b"";""selling"";519890;0.0;410713;0.79;0;519890;503668;503668;16222;3244;12978;412313;396091;82462;79218;329851;0;82462;0;0;412313;11643"
"2;""BR"";1;""2025-02-03 02:15:51"";14;5;10;""b"";""selling"";5891883;0.0;5361614;0.91;0;5891883;5473895;5473895;417988;83597;334391;5394317;4976329;1078863;995265;4315454;1078863;0;1;0;4315454;11644"
"1;""dw"";1;""2025-02-03 02:15:51"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11645"
"1;""dw"";1;""2025-02-03 02:16:06"";11;1;28;""b"";""selling"";1068084;0.0;1068084;1.0;0;1068084;0;0;1068084;213616;854468;1068084;0;213616;0;854468;0;213616;0;0;1068084;11646"
"2;""xi"";1;""2025-02-03 02:16:07"";8;1;21;""b"";""selling"";673480;0.0;673480;1.0;0;673480;0;0;673480;134696;538784;673480;0;134696;0;538784;0;134696;0;0;673480;11647"
"2;""xi"";1;""2025-02-03 02:16:11"";8;2;16;""s"";""buying"";592204;1.14;0;0.0;673480;0;592204;592204;0;0;0;673480;673480;134696;134696;538784;0;134696;0;0;673480;11648"
"1;""Px"";1;""2025-02-03 02:16:15"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11649"
"1;""dw"";1;""2025-02-03 02:16:17"";11;2;19;""s"";""buying"";1024619;1.04;0;0.0;1068084;0;1024619;1024619;0;0;0;1068084;1068084;213616;213616;854468;0;213616;0;0;1068084;11650"
"2;""FC"";1;""2025-02-03 02:16:18"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11651"
"1;""dw"";1;""2025-02-03 02:16:19"";11;3;18;""b"";""selling"";1076007;0.0;1119047;1.04;0;1076007;1024619;1024619;51388;10277;41111;1119472;1068084;223894;213616;895578;0;223894;0;0;1119472;11652"
"2;""xi"";1;""2025-02-03 02:16:19"";8;3;8;""b"";""selling"";727178;0.0;828983;1.14;0;727178;592204;592204;134974;26994;107980;808454;673480;161690;134696;646764;0;161690;0;0;808454;11653"
"2;""xi"";1;""2025-02-03 02:16:24"";8;4;4;""s"";""buying"";686549;1.21;0;0.0;828983;0;686549;686549;0;0;0;808454;808454;161690;161690;646764;0;161690;0;0;808454;11654"
"2;""FC"";1;""2025-02-03 02:16:24"";3;1;37;""b"";""selling"";781492;0.0;781492;1.0;0;781492;0;0;781492;156298;625194;781492;0;156298;0;625194;0;156298;0;0;781492;11655"
"2;""xi"";1;""2025-02-03 02:16:26"";8;5;2;""b"";""selling"";697109;0.0;843502;1.21;0;697109;686549;686549;10560;2112;8448;819014;808454;163802;161690;655212;0;163802;0;0;819014;11656"
"2;""FC"";1;""2025-02-03 02:16:26"";3;2;33;""s"";""buying"";727121;1.07;0;0.0;781492;0;727121;727121;0;0;0;781492;781492;156298;156298;625194;0;156298;0;0;781492;11657"
"1;""Px"";1;""2025-02-03 02:16:29"";3;1;28;""b"";""selling"";788185;0.0;788185;1.0;0;788185;0;0;788185;157637;630548;788185;0;157637;0;630548;0;157637;0;0;788185;11658"
"1;""dw"";1;""2025-02-03 02:16:29"";11;4;12;""s"";""buying"";1078449;1.04;0;0.0;1119047;0;1078449;1078449;0;0;0;1119472;1119472;223894;223894;895578;0;223894;0;0;1119472;11659"
"2;""FC"";1;""2025-02-03 02:16:34"";3;3;25;""b"";""selling"";867322;0.0;928035;1.07;0;867322;727121;727121;140201;28040;112161;921693;781492;184338;156298;737355;0;184338;0;0;921693;11660"
"2;""xi"";1;""2025-02-03 02:16:35"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11661"
"1;""Px"";1;""2025-02-03 02:16:36"";3;2;22;""s"";""buying"";865949;0.91;0;0.0;788185;0;865949;865949;0;0;0;788185;788185;157637;157637;630548;0;157637;0;0;788185;11662"
"1;""Px"";1;""2025-02-03 02:16:39"";3;3;20;""b"";""selling"";857450;0.0;780280;0.91;0;857450;865949;865949;-8499;0;-8499;779686;788185;155937;157637;623749;0;155937;0;0;779686;11663"
"2;""BR"";1;""2025-02-03 02:16:40"";15;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11664"
"1;""Px"";1;""2025-02-03 02:16:41"";3;4;19;""s"";""buying"";856402;0.91;0;0.0;780280;0;856402;856402;0;0;0;779686;779686;155937;155937;623749;0;155937;0;0;779686;11665"
"2;""FC"";1;""2025-02-03 02:16:41"";3;4;18;""s"";""buying"";874296;1.06;0;0.0;928035;0;874296;874296;0;0;0;921693;921693;184338;184338;737355;0;184338;0;0;921693;11666"
"2;""BR"";1;""2025-02-03 02:16:49"";15;1;32;""b"";""selling"";5482412;0.0;5482412;1.0;0;5482412;0;0;5482412;1096482;4385930;5482412;0;1096482;0;4385930;0;1096482;0;0;5482412;11667"
"1;""Px"";1;""2025-02-03 02:16:51"";3;5;13;""b"";""selling"";804395;0.0;731999;0.91;0;804395;856402;856402;-52007;0;-52007;727679;779686;145535;155937;582144;145535;0;0;0;582144;11668"
"1;""dw"";1;""2025-02-03 02:16:53"";11;5;3;""b"";""selling"";1106446;0.0;1150704;1.04;0;1106446;1078449;1078449;27997;5599;22398;1147469;1119472;229493;223894;917976;229493;0;0;0;917976;11669"
"2;""BR"";1;""2025-02-03 02:16:53"";15;2;27;""s"";""buying"";5930232;0.92;0;0.0;5482412;0;5930232;5930232;0;0;0;5482412;5482412;1096482;1096482;4385930;0;1096482;0;0;5482412;11670"
"2;""FC"";1;""2025-02-03 02:16:54"";3;5;6;""b"";""selling"";869383;0.0;921546;1.06;0;869383;874296;874296;-4913;0;-4913;916780;921693;183356;184338;733424;180000;3356;0;0;736780;11671"
"2;""BR"";1;""2025-02-03 02:16:58"";15;3;23;""b"";""selling"";5785892;0.0;5323021;0.92;0;5785892;5930232;5930232;-144340;0;-144340;5338072;5482412;1067614;1096482;4270458;0;1067614;0;0;5338072;11672"
"2;""BR"";1;""2025-02-03 02:17:02"";15;4;19;""s"";""buying"";5452914;0.98;0;0.0;5323021;0;5452914;5452914;0;0;0;5338072;5338072;1067614;1067614;4270458;0;1067614;0;0;5338072;11673"
"2;""xi"";1;""2025-02-03 02:17:04"";9;1;13;""b"";""selling"";1016727;0.0;1016727;1.0;0;1016727;0;0;1016727;203345;813382;1016727;0;203345;0;813382;0;203345;0;0;1016727;11674"
"2;""BR"";1;""2025-02-03 02:17:08"";15;5;13;""b"";""selling"";5595075;0.0;5483174;0.98;0;5595075;5452914;5452914;142161;28432;113729;5480233;5338072;1096046;1067614;4384187;1096046;0;0;0;4384187;11675"
"1;""dw"";1;""2025-02-03 02:17:15"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11676"
"2;""FC"";1;""2025-02-03 02:17:17"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11677"
"1;""dw"";1;""2025-02-03 02:17:19"";12;1;38;""b"";""selling"";1395030;0.0;1395030;1.0;0;1395030;0;0;1395030;279006;1116024;1395030;0;279006;0;1116024;279006;0;1;0;1116024;11678"
"2;""xi"";1;""2025-02-03 02:17:26"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11679"
"2;""FC"";1;""2025-02-03 02:17:28"";4;1;31;""b"";""selling"";1053073;0.0;1053073;1.0;0;1053073;0;0;1053073;210614;842459;1053073;0;210614;0;842459;0;210614;0;0;1053073;11680"
"2;""FC"";1;""2025-02-03 02:17:33"";4;2;26;""s"";""buying"";981193;1.07;0;0.0;1053073;0;981193;981193;0;0;0;1053073;1053073;210614;210614;842459;0;210614;0;0;1053073;11681"
"2;""FC"";1;""2025-02-03 02:17:41"";4;3;18;""b"";""selling"";1039967;0.0;1112765;1.07;0;1039967;981193;981193;58774;11754;47020;1111847;1053073;222369;210614;889478;0;222369;0;0;1111847;11682"
"1;""Px"";1;""2025-02-03 02:17:43"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11683"
"2;""xi"";1;""2025-02-03 02:17:47"";10;1;20;""b"";""selling"";953689;0.0;953689;1.0;0;953689;0;0;953689;190737;762952;953689;0;190737;0;762952;0;190737;0;0;953689;11684"
"1;""Px"";1;""2025-02-03 02:17:50"";4;1;35;""b"";""selling"";1089509;0.0;1089509;1.0;0;1089509;0;0;1089509;217901;871608;1089509;0;217901;0;871608;0;217901;0;0;1089509;11685"
"2;""FC"";1;""2025-02-03 02:17:51"";4;4;7;""s"";""buying"";1152358;0.97;0;0.0;1112765;0;1152358;1152358;0;0;0;1111847;1111847;222369;222369;889478;0;222369;0;0;1111847;11686"
"1;""Px"";1;""2025-02-03 02:17:54"";4;2;30;""s"";""buying"";1076714;1.01;0;0.0;1089509;0;1076714;1076714;0;0;0;1089509;1089509;217901;217901;871608;0;217901;0;0;1089509;11687"
"2;""FC"";1;""2025-02-03 02:17:56"";4;5;3;""b"";""selling"";1037434;0.0;1006311;0.97;0;1037434;1152358;1152358;-114924;0;-114924;996923;1111847;199384;222369;797539;199000;384;1;768;796771;11688"
"2;""xi"";1;""2025-02-03 02:17:58"";10;2;9;""s"";""buying"";1120589;0.85;0;0.0;953689;0;1120589;1120589;0;0;0;953689;953689;190737;190737;762952;0;190737;0;0;953689;11689"
"2;""xi"";1;""2025-02-03 02:18:00"";10;3;7;""b"";""selling"";1177977;0.0;1001280;0.85;0;1177977;1120589;1120589;57388;11477;45911;1011077;953689;202215;190737;808862;0;202215;0;0;1011077;11690"
"1;""Px"";1;""2025-02-03 02:18:05"";4;3;21;""b"";""selling"";951915;0.0;961434;1.01;0;951915;1076714;1076714;-124799;0;-124799;964710;1089509;192942;217901;771768;0;192942;0;0;964710;11691"
"2;""xi"";1;""2025-02-03 02:18:06"";10;4;2;""s"";""buying"";1141053;0.88;0;0.0;1001280;0;1141053;1141053;0;0;0;1011077;1011077;202215;202215;808862;0;202215;0;0;1011077;11692"
"1;""Px"";1;""2025-02-03 02:18:08"";4;4;19;""s"";""buying"";1008563;0.95;0;0.0;961434;0;1008563;1008563;0;0;0;964710;964710;192942;192942;771768;0;192942;0;0;964710;11693"
"1;""dw"";1;""2025-02-03 02:18:12"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11694"
"1;""Px"";1;""2025-02-03 02:18:12"";4;5;17;""b"";""selling"";1051817;0.0;999226;0.95;0;1051817;1008563;1008563;43254;8650;34604;1007964;964710;201592;192942;806372;201592;0;0;0;806372;11695"
"1;""dw"";1;""2025-02-03 02:18:14"";13;1;39;""b"";""selling"";2937415;0.0;2937415;1.0;0;2937415;0;0;2937415;587483;2349932;2937415;0;587483;0;2349932;587483;0;0;0;2349932;11696"
"2;""FC"";1;""2025-02-03 02:18:17"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11697"
"2;""xi"";1;""2025-02-03 02:18:19"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11698"
"2;""FC"";1;""2025-02-03 02:18:22"";5;1;36;""b"";""selling"";1041013;0.0;1041013;1.0;0;1041013;0;0;1041013;208202;832811;1041013;0;208202;0;832811;0;208202;0;0;1041013;11699"
"2;""FC"";1;""2025-02-03 02:18:26"";5;2;33;""s"";""buying"";1034771;1.01;0;0.0;1041013;0;1034771;1034771;0;0;0;1041013;1041013;208202;208202;832811;200000;8202;0;0;841013;11700"
"2;""xi"";1;""2025-02-03 02:18:57"";11;1;4;""b"";""selling"";1091569;0.0;1091569;1.0;0;1091569;0;0;1091569;218313;873256;1091569;0;218313;0;873256;218313;0;0;0;873256;11701"
"1;""dw"";1;""2025-02-03 02:19:07"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11702"
"2;""FC"";1;""2025-02-03 02:19:10"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11703"
"1;""dw"";1;""2025-02-03 02:19:15"";14;1;33;""b"";""selling"";5120669;0.0;5120669;1.0;0;5120669;0;0;5120669;1024133;4096536;5120669;0;1024133;0;4096536;1024133;0;0;0;4096536;11704"
"1;""Px"";1;""2025-02-03 02:19:17"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11705"
"2;""xi"";1;""2025-02-03 02:19:18"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11706"
"1;""Px"";1;""2025-02-03 02:19:26"";5;1;32;""b"";""selling"";1034771;0.0;1034771;1.0;0;1034771;0;0;1034771;206954;827817;1034771;0;206954;0;827817;0;206954;0;0;1034771;11707"
"1;""Px"";1;""2025-02-03 02:19:31"";5;2;28;""s"";""buying"";1018164;1.02;0;0.0;1034771;0;1018164;1018164;0;0;0;1034771;1034771;206954;206954;827817;0;206954;0;0;1034771;11708"
"2;""FC"";1;""2025-02-03 02:19:33"";6;1;19;""b"";""selling"";746311;0.0;746311;1.0;0;746311;0;0;746311;149262;597049;746311;0;149262;0;597049;0;149262;0;0;746311;11709"
"2;""xi"";1;""2025-02-03 02:19:35"";12;1;24;""b"";""selling"";1764541;0.0;1764541;1.0;0;1764541;0;0;1764541;352908;1411633;1764541;0;352908;0;1411633;352908;0;0;0;1411633;11710"
"2;""FC"";1;""2025-02-03 02:19:36"";6;2;16;""s"";""buying"";742429;1.01;0;0.0;746311;0;742429;742429;0;0;0;746311;746311;149262;149262;597049;0;149262;0;0;746311;11711"
"1;""Px"";1;""2025-02-03 02:19:37"";5;3;24;""b"";""selling"";862057;0.0;879298;1.02;0;862057;1018164;1018164;-156107;0;-156107;878664;1034771;175732;206954;702932;0;175732;0;0;878664;11712"
"1;""Px"";1;""2025-02-03 02:19:40"";5;4;21;""s"";""buying"";825185;1.07;0;0.0;879298;0;825185;825185;0;0;0;878664;878664;175732;175732;702932;0;175732;0;0;878664;11713"
"2;""FC"";1;""2025-02-03 02:19:43"";6;3;9;""b"";""selling"";756435;0.0;763999;1.01;0;756435;742429;742429;14006;2801;11205;760317;746311;152063;149262;608254;0;152063;0;0;760317;11714"
"2;""FC"";1;""2025-02-03 02:19:45"";6;4;6;""s"";""buying"";727812;1.05;0;0.0;763999;0;727812;727812;0;0;0;760317;760317;152063;152063;608254;150000;2063;0;0;610317;11715"
"1;""Px"";1;""2025-02-03 02:19:59"";5;5;11;""b"";""selling"";824562;0.0;882281;1.07;0;824562;825185;825185;-623;0;-623;878041;878664;175608;175732;702433;175608;0;0;0;702433;11716"
"2;""FC"";1;""2025-02-03 02:20:03"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11717"
"2;""FC"";1;""2025-02-03 02:20:10"";7;1;35;""b"";""selling"";803754;0.0;803754;1.0;0;803754;0;0;803754;160750;643004;803754;0;160750;0;643004;0;160750;0;0;803754;11718"
"2;""xi"";1;""2025-02-03 02:20:12"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11719"
